"He's a Pirate"

# Right Hand
64.680000 53 110
64.750000 53 110
64.820000 36 110
64.890000 36 110
64.960000 36 110
64.820000 48 110
64.890000 48 110
64.960000 48 110
65.100000 36 110
65.170000 36 110
65.100000 48 110
65.170000 48 110
65.310000 36 110
65.380000 36 110
65.310000 48 110
65.380000 48 110
65.450000 36 110
65.520000 36 110
65.450000 48 110
65.520000 48 110
65.590000 36 110
65.660000 36 110
65.590000 48 110
65.660000 48 110
65.730000 31 110
65.800000 31 110
65.870000 31 110
65.730000 43 110
65.800000 43 110
65.870000 43 110
66.010000 31 110
66.080000 31 110
66.010000 43 110
66.080000 43 110
66.150000 31 110
66.220000 31 110
66.150000 43 110
66.220000 43 110
66.360000 31 110
66.430000 31 110
66.360000 43 110
66.430000 43 110
66.500000 31 110
66.570000 31 110
66.500000 43 110
66.570000 43 110
66.640000 33 110
66.710000 33 110
66.780000 33 110
66.640000 45 110
66.710000 45 110
66.780000 45 110
66.920000 33 110
66.990000 33 110
66.920000 45 110
66.990000 45 110
67.060000 33 110
67.130000 33 110
67.060000 45 110
67.130000 45 110
67.200000 33 110
67.270000 33 110
67.200000 45 110
67.270000 45 110
67.410000 33 110
67.480000 33 110
67.410000 45 110
67.480000 45 110
67.550000 33 110
67.620000 33 110
67.690000 33 110
67.550000 45 110
67.620000 45 110
67.690000 45 110
67.830000 33 110
67.900000 33 110
67.830000 45 110
67.900000 45 110
67.970000 33 110
68.040000 33 110
67.970000 45 110
68.040000 45 110
68.110000 33 110
68.180000 33 110
68.110000 45 110
68.180000 45 110
68.250000 33 110
68.320000 33 110
68.250000 45 110
68.320000 45 110
68.460000 38 110
68.530000 38 110
68.600000 38 110
68.460000 50 110
68.530000 50 110
68.600000 50 110
68.740000 38 110
68.810000 38 110
68.740000 50 110
68.810000 50 110
68.880000 38 110
68.950000 38 110
68.880000 50 110
68.950000 50 110
69.020000 38 110
69.090000 38 110
69.020000 50 110
69.090000 50 110
69.160000 38 110
69.230000 38 110
69.160000 50 110
69.230000 50 110
69.300000 38 110
69.370000 38 110
69.440000 38 110
69.300000 50 110
69.370000 50 110
69.440000 50 110
69.650000 38 110
69.720000 38 110
69.650000 50 110
69.720000 50 110
69.790000 38 110
69.860000 38 110
69.790000 50 110
69.860000 50 110
69.930000 38 110
70.000000 38 110
69.930000 50 110
70.000000 50 110
70.070000 38 110
70.140000 38 110
70.070000 50 110
70.140000 50 110
70.210000 34 110
70.280000 34 110
70.350000 34 110
70.210000 46 110
70.280000 46 110
70.350000 46 110
70.560000 34 110
70.630000 34 110
70.560000 46 110
70.630000 46 110
70.700000 34 110
70.770000 34 110
70.700000 46 110
70.770000 46 110
70.840000 34 110
70.910000 34 110
70.840000 46 110
70.910000 46 110
70.980000 34 110
71.050000 34 110
70.980000 46 110
71.050000 46 110
71.120000 41 110
71.190000 41 110
71.260000 41 110
71.120000 53 110
71.190000 53 110
71.260000 53 110
71.400000 41 110
71.470000 41 110
71.400000 53 110
71.470000 53 110
71.610000 41 110
71.680000 41 110
71.610000 53 110
71.680000 53 110
71.750000 41 110
71.820000 41 110
71.750000 53 110
71.820000 53 110
71.890000 41 110
71.960000 41 110
71.890000 53 110
71.960000 53 110
72.030000 36 110
72.100000 36 110
72.170000 36 110
72.030000 48 110
72.100000 48 110
72.170000 48 110
72.310000 36 110
72.380000 36 110
72.310000 48 110
72.380000 48 110
72.450000 36 110
72.520000 36 110
72.450000 48 110
72.520000 48 110
72.660000 36 110
72.730000 36 110
72.660000 48 110
72.730000 48 110
72.800000 36 110
72.870000 36 110
72.800000 48 110
72.870000 48 110
72.940000 31 110
73.010000 31 110
73.080000 31 110
72.940000 43 110
73.010000 43 110
73.080000 43 110
73.220000 31 110
73.290000 31 110
73.220000 43 110
73.290000 43 110
73.360000 31 110
73.430000 31 110
73.360000 43 110
73.430000 43 110
73.500000 31 110
73.570000 31 110
73.500000 43 110
73.570000 43 110
73.710000 31 110
73.780000 31 110
73.710000 43 110
73.780000 43 110
73.850000 33 110
73.920000 33 110
73.990000 33 110
73.850000 45 110
73.920000 45 110
73.990000 45 110
74.130000 33 110
74.200000 33 110
74.130000 45 110
74.200000 45 110
74.270000 33 110
74.340000 33 110
74.270000 45 110
74.340000 45 110
74.410000 33 110
74.480000 33 110
74.410000 45 110
74.480000 45 110
74.550000 33 110
74.620000 33 110
74.550000 45 110
74.620000 45 110
74.760000 33 110
74.830000 33 110
74.900000 33 110
74.760000 45 110
74.830000 45 110
74.900000 45 110
75.040000 33 110
75.110000 33 110
75.040000 45 110
75.110000 45 110
75.180000 33 110
75.250000 33 110
75.180000 45 110
75.250000 45 110
75.320000 33 110
75.390000 33 110
75.320000 45 110
75.390000 45 110
75.460000 33 110
75.530000 33 110
75.460000 45 110
75.530000 45 110
75.600000 38 110
75.670000 38 110
75.740000 38 110
75.810000 38 110
75.880000 38 110
75.600000 50 110
75.670000 50 110
75.740000 50 110
75.810000 50 110
75.880000 50 110
76.090000 38 110
76.160000 38 110
76.090000 50 110
76.160000 50 110
76.230000 38 110
76.300000 38 110
76.230000 50 110
76.300000 50 110
76.370000 38 110
76.440000 38 110
76.370000 50 110
76.440000 50 110
76.510000 26 110
76.580000 26 110
76.650000 26 110
76.720000 26 110
76.790000 26 110
76.860000 26 110
76.930000 26 110
77.000000 26 110
77.070000 26 110
77.140000 26 110
77.210000 26 110
77.280000 26 110
77.350000 26 110
77.420000 26 110
77.490000 26 110
77.560000 26 110
76.510000 38 110
76.580000 38 110
76.650000 38 110
76.720000 38 110
76.790000 38 110
76.860000 38 110
76.930000 38 110
77.000000 38 110
77.070000 38 110
77.140000 38 110
77.210000 38 110
77.280000 38 110
77.350000 38 110
77.420000 38 110
77.490000 38 110
77.560000 38 110
# Staff-1
2.730000 62 75
2.800000 62 75
2.870000 62 75
2.940000 62 75
3.010000 62 75
3.080000 62 75
3.150000 62 75
3.220000 62 75
3.290000 62 75
3.360000 62 75
3.430000 62 75
3.640000 62 75
3.710000 62 75
3.780000 62 75
3.850000 62 75
3.920000 62 75
3.990000 62 75
4.060000 62 75
4.130000 62 75
4.200000 62 75
4.270000 62 75
4.340000 62 75
4.550000 70 75
4.620000 70 75
4.690000 70 75
4.760000 70 75
4.830000 70 75
4.970000 69 75
5.040000 69 75
5.110000 69 75
5.180000 69 75
5.250000 69 75
5.320000 69 75
5.460000 62 75
5.530000 62 75
5.600000 62 75
5.670000 62 75
5.740000 62 75
5.810000 62 75
5.880000 62 75
6.020000 62 75
6.090000 62 75
6.160000 64 75
6.230000 64 75
6.300000 65 75
6.370000 65 75
6.440000 65 75
6.510000 65 75
6.580000 65 75
6.650000 65 75
6.720000 65 75
6.930000 65 75
7.000000 65 75
7.070000 67 75
7.140000 67 75
7.210000 64 75
7.280000 64 75
7.350000 64 75
7.420000 64 75
7.490000 64 75
7.560000 64 75
7.630000 64 75
7.840000 62 75
7.910000 62 75
7.980000 60 75
8.050000 60 75
8.120000 60 75
8.190000 60 75
8.260000 62 75
8.330000 62 75
8.750000 57 75
8.820000 57 75
8.890000 60 75
8.960000 60 75
9.030000 62 75
9.100000 62 75
9.170000 62 75
9.240000 62 75
9.310000 62 75
9.380000 62 75
9.450000 62 75
9.660000 62 75
9.730000 62 75
9.800000 64 75
9.870000 64 75
9.940000 65 75
10.010000 65 75
10.080000 65 75
10.150000 65 75
10.220000 65 75
10.290000 65 75
10.360000 65 75
10.500000 65 75
10.570000 65 75
10.710000 67 75
10.780000 67 75
10.850000 64 75
10.920000 64 75
10.990000 64 75
11.060000 64 75
11.130000 64 75
11.200000 64 75
11.270000 64 75
11.410000 62 75
11.480000 62 75
11.550000 60 75
11.620000 60 75
11.760000 62 75
11.830000 62 75
11.900000 62 75
12.320000 57 75
12.390000 57 75
12.460000 60 75
12.530000 60 75
12.600000 62 75
12.670000 62 75
12.740000 62 75
12.810000 62 75
12.880000 62 75
12.950000 62 75
13.020000 62 75
13.230000 62 75
13.300000 62 75
13.370000 65 75
13.440000 65 75
13.510000 67 75
13.580000 67 75
13.650000 67 75
13.720000 67 75
13.790000 67 75
13.860000 67 75
13.930000 67 75
14.140000 67 75
14.210000 67 75
14.280000 69 75
14.350000 69 75
14.420000 70 75
14.490000 70 75
14.560000 70 75
14.630000 70 75
14.700000 70 75
14.770000 70 75
14.840000 70 75
15.050000 69 75
15.120000 69 75
15.190000 67 75
15.260000 67 75
15.330000 69 75
15.400000 69 75
15.470000 62 75
15.540000 62 75
15.610000 62 75
15.960000 62 75
16.030000 62 75
16.100000 64 75
16.170000 64 75
16.240000 65 75
16.310000 65 75
16.380000 65 75
16.450000 65 75
16.520000 65 75
16.590000 65 75
16.660000 65 75
16.800000 67 75
16.870000 67 75
16.940000 67 75
17.150000 69 75
17.220000 69 75
17.290000 62 75
17.360000 62 75
17.430000 62 75
17.710000 62 75
17.780000 62 75
17.850000 65 75
17.920000 65 75
18.060000 64 75
18.130000 64 75
18.200000 64 75
18.270000 64 75
18.340000 64 75
18.410000 64 75
18.480000 64 75
18.620000 65 75
18.690000 65 75
18.760000 62 75
18.830000 62 75
18.900000 64 75
18.970000 64 75
19.040000 64 75
19.110000 64 75
19.180000 64 75
19.530000 69 75
19.600000 69 75
19.670000 72 75
19.740000 72 75
19.810000 74 75
19.880000 74 75
19.950000 74 75
20.020000 74 75
20.090000 74 75
20.160000 74 75
20.230000 74 75
20.440000 74 75
20.510000 74 75
20.580000 76 75
20.650000 76 75
20.720000 77 75
20.790000 77 75
20.860000 77 75
20.930000 77 75
21.000000 77 75
21.070000 77 75
21.140000 77 75
21.350000 77 75
21.420000 77 75
21.490000 79 75
21.560000 79 75
21.630000 76 75
21.700000 76 75
21.770000 76 75
21.840000 76 75
21.910000 76 75
21.980000 76 75
22.050000 76 75
22.260000 74 75
22.330000 74 75
22.400000 72 75
22.470000 72 75
22.540000 72 75
22.610000 72 75
22.680000 74 75
22.750000 74 75
22.820000 74 75
22.890000 74 75
22.960000 74 75
23.100000 69 75
23.170000 69 75
23.310000 72 75
23.380000 72 75
23.450000 74 75
23.520000 74 75
23.590000 74 75
23.660000 74 75
23.730000 74 75
23.800000 74 75
23.870000 74 75
24.010000 74 75
24.080000 74 75
24.150000 76 75
24.220000 76 75
24.360000 77 75
24.430000 77 75
24.500000 77 75
24.570000 77 75
24.640000 77 75
24.710000 77 75
24.780000 77 75
24.920000 77 75
24.990000 77 75
25.060000 79 75
25.130000 79 75
25.200000 76 75
25.270000 76 75
25.340000 76 75
25.410000 76 75
25.480000 76 75
25.550000 76 75
25.620000 76 75
25.830000 74 75
25.900000 74 75
25.970000 72 75
26.040000 72 75
26.110000 74 75
26.180000 74 75
26.250000 74 75
26.740000 69 75
26.810000 69 75
26.880000 72 75
26.950000 72 75
27.020000 74 75
27.090000 74 75
27.160000 74 75
27.230000 74 75
27.300000 74 75
27.370000 74 75
27.440000 74 75
27.650000 74 75
27.720000 74 75
27.790000 77 75
27.860000 77 75
27.930000 79 75
28.000000 79 75
28.070000 79 75
28.140000 79 75
28.210000 79 75
28.280000 79 75
28.350000 79 75
28.560000 79 75
28.630000 79 75
28.700000 81 75
28.770000 81 75
28.840000 82 75
28.910000 82 75
28.980000 82 75
29.050000 82 75
29.120000 82 75
29.190000 82 75
29.260000 82 75
29.400000 81 75
29.470000 81 75
29.610000 79 75
29.680000 79 75
29.750000 81 75
29.820000 81 75
29.890000 74 75
29.960000 74 75
30.030000 74 75
30.310000 74 75
30.380000 74 75
30.450000 76 75
30.520000 76 75
30.660000 77 75
30.730000 77 75
30.800000 77 75
30.870000 77 75
30.940000 77 75
31.010000 77 75
31.080000 77 75
31.220000 79 75
31.290000 79 75
31.360000 79 75
31.500000 81 75
31.570000 81 75
31.710000 74 75
31.780000 74 75
31.850000 74 75
32.130000 74 75
32.200000 74 75
32.270000 77 75
32.340000 77 75
32.410000 76 75
32.480000 76 75
32.550000 76 75
32.620000 76 75
32.690000 76 75
32.760000 76 75
32.830000 76 75
33.040000 74 75
33.110000 74 75
33.180000 72 75
33.250000 72 75
33.320000 74 75
33.390000 74 75
33.460000 74 75
33.530000 74 75
33.600000 74 75
33.670000 74 75
33.740000 74 75
33.950000 76 75
34.020000 76 75
34.090000 76 75
34.230000 72 75
34.300000 72 75
34.370000 72 75
34.230000 77 75
34.300000 77 75
34.370000 77 75
34.510000 77 75
34.580000 77 75
34.650000 77 75
34.860000 79 75
34.930000 79 75
35.000000 79 75
35.140000 81 75
35.210000 81 75
35.280000 81 75
35.350000 81 75
35.420000 81 75
35.490000 81 75
35.560000 81 75
35.700000 77 75
35.770000 77 75
35.840000 77 75
36.960000 82 75
37.030000 82 75
37.100000 82 75
37.170000 82 75
37.240000 82 75
37.310000 82 75
37.380000 82 75
37.450000 82 75
37.520000 82 75
37.590000 82 75
37.660000 82 75
38.710000 60 75
38.780000 60 75
38.850000 60 75
38.920000 60 75
38.990000 60 75
38.710000 64 75
38.780000 64 75
38.850000 64 75
38.920000 64 75
38.990000 64 75
39.200000 62 75
39.270000 62 75
39.340000 62 75
39.410000 62 75
39.480000 62 75
39.620000 65 75
39.690000 65 75
39.760000 65 75
39.830000 65 75
39.900000 65 75
39.970000 65 75
40.040000 65 75
40.110000 65 75
40.180000 65 75
40.250000 65 75
40.320000 65 75
40.530000 69 75
40.600000 69 75
40.670000 69 75
40.740000 69 75
40.810000 69 75
40.880000 69 75
40.950000 69 75
41.020000 69 75
41.090000 69 75
41.160000 69 75
41.230000 69 75
41.440000 70 75
41.510000 70 75
42.350000 67 75
42.420000 67 75
42.490000 67 75
42.560000 67 75
42.630000 67 75
42.700000 67 75
42.770000 67 75
42.840000 67 75
42.910000 67 75
42.980000 67 75
43.050000 67 75
43.260000 69 75
43.330000 69 75
44.100000 69 75
44.170000 69 75
44.240000 69 75
44.310000 69 75
44.380000 69 75
44.450000 69 75
44.520000 69 75
44.590000 69 75
44.660000 69 75
44.730000 69 75
44.800000 69 75
45.010000 70 75
45.080000 70 75
45.920000 67 75
45.990000 67 75
46.060000 67 75
46.200000 65 75
46.270000 65 75
46.340000 65 75
46.550000 64 75
46.620000 64 75
46.690000 64 75
46.830000 62 75
46.900000 62 75
46.970000 62 75
47.460000 62 75
47.530000 62 75
47.600000 64 75
47.670000 64 75
47.740000 57 75
47.810000 57 75
47.880000 57 75
47.950000 57 75
48.020000 57 75
48.090000 57 75
48.160000 57 75
48.230000 57 75
48.300000 57 75
48.370000 57 75
48.440000 57 75
47.740000 65 75
47.810000 65 75
47.880000 65 75
47.950000 65 75
48.020000 65 75
48.090000 65 75
48.160000 65 75
48.230000 65 75
48.300000 65 75
48.370000 65 75
48.440000 65 75
48.650000 67 75
48.720000 67 75
48.790000 67 75
48.860000 67 75
48.930000 67 75
49.000000 67 75
49.070000 67 75
49.210000 64 75
49.280000 64 75
49.350000 64 75
49.560000 65 75
49.630000 65 75
49.700000 65 75
49.840000 67 75
49.910000 67 75
49.980000 67 75
50.120000 69 75
50.190000 69 75
50.260000 69 75
50.400000 60 75
50.470000 60 75
50.540000 60 75
50.610000 60 75
50.680000 60 75
50.750000 60 75
50.820000 60 75
50.890000 60 75
50.960000 60 75
51.030000 60 75
51.100000 60 75
50.400000 67 75
50.470000 67 75
50.540000 67 75
50.610000 67 75
50.680000 67 75
50.750000 67 75
50.820000 67 75
50.890000 67 75
50.960000 67 75
51.030000 67 75
51.100000 67 75
51.310000 69 75
51.380000 69 75
51.450000 69 75
51.520000 69 75
51.590000 69 75
51.660000 69 75
51.730000 69 75
51.940000 67 75
52.010000 67 75
52.080000 65 75
52.150000 65 75
52.220000 64 75
52.290000 64 75
52.360000 64 75
52.500000 65 75
52.570000 65 75
52.640000 65 75
52.850000 64 75
52.920000 64 75
52.990000 64 75
53.130000 62 75
53.200000 62 75
53.270000 62 75
53.340000 62 75
53.410000 62 75
53.480000 62 75
53.550000 62 75
53.760000 64 75
53.830000 64 75
53.900000 60 75
53.970000 60 75
54.040000 62 75
54.110000 62 75
54.180000 62 75
54.250000 62 75
54.320000 62 75
54.390000 62 75
54.460000 62 75
54.600000 74 75
54.670000 74 75
54.810000 76 75
54.880000 76 75
54.950000 69 75
55.020000 69 75
55.090000 69 75
55.160000 69 75
55.230000 69 75
55.300000 69 75
55.370000 69 75
55.440000 69 75
55.510000 69 75
55.580000 69 75
55.650000 69 75
54.950000 77 75
55.020000 77 75
55.090000 77 75
55.160000 77 75
55.230000 77 75
55.300000 77 75
55.370000 77 75
55.440000 77 75
55.510000 77 75
55.580000 77 75
55.650000 77 75
55.860000 79 75
55.930000 79 75
56.000000 79 75
56.140000 77 75
56.210000 77 75
56.280000 77 75
56.420000 79 75
56.490000 79 75
56.560000 79 75
56.700000 81 75
56.770000 81 75
56.840000 81 75
57.050000 79 75
57.120000 79 75
57.190000 79 75
57.330000 77 75
57.400000 77 75
57.470000 77 75
57.610000 65 75
57.680000 65 75
57.750000 65 75
57.820000 65 75
57.890000 65 75
57.960000 65 75
58.030000 65 75
57.610000 74 75
57.680000 74 75
57.750000 74 75
57.820000 74 75
57.890000 74 75
57.960000 74 75
58.030000 74 75
58.240000 76 75
58.310000 76 75
58.380000 76 75
58.520000 77 75
58.590000 77 75
58.660000 77 75
58.800000 79 75
58.870000 79 75
58.940000 79 75
59.150000 81 75
59.220000 81 75
59.290000 81 75
59.430000 82 75
59.500000 82 75
59.570000 82 75
59.710000 74 75
59.780000 74 75
59.850000 74 75
60.060000 79 75
60.130000 79 75
60.200000 79 75
60.340000 77 75
60.410000 77 75
60.480000 77 75
60.550000 77 75
60.620000 77 75
60.690000 77 75
60.760000 77 75
60.900000 79 75
60.970000 79 75
61.110000 76 75
61.180000 76 75
61.250000 74 75
61.320000 74 75
61.390000 74 75
61.460000 74 75
61.530000 74 75
61.600000 74 75
61.670000 74 75
61.740000 74 75
61.810000 74 75
61.880000 74 75
61.950000 74 75
62.160000 81 75
62.230000 81 75
62.300000 81 75
62.370000 81 75
62.440000 81 75
62.510000 81 75
62.580000 81 75
62.650000 81 75
62.720000 81 75
62.790000 81 75
62.860000 81 75
63.000000 82 75
63.070000 82 75
63.140000 82 75
63.210000 82 75
63.280000 82 75
63.350000 82 75
63.420000 82 75
63.490000 82 75
63.560000 82 75
63.630000 82 75
63.700000 82 75
63.910000 81 75
63.980000 81 75
64.050000 81 75
64.260000 81 75
64.330000 81 75
64.400000 81 75
64.540000 81 75
64.610000 81 75
64.680000 81 75
64.820000 81 75
64.890000 81 75
64.960000 79 75
65.030000 79 75
65.100000 79 75
65.170000 79 75
65.240000 79 75
65.730000 79 75
65.800000 79 75
65.870000 79 75
65.940000 79 75
66.010000 79 75
66.080000 79 75
66.150000 79 75
66.220000 79 75
66.290000 79 75
66.360000 79 75
66.430000 79 75
66.640000 77 75
66.710000 77 75
66.780000 77 75
66.850000 77 75
66.920000 77 75
66.990000 77 75
67.060000 77 75
67.130000 77 75
67.200000 77 75
67.270000 77 75
67.340000 77 75
67.550000 77 75
67.620000 77 75
67.690000 77 75
67.830000 79 75
67.900000 79 75
67.970000 79 75
68.110000 76 75
68.180000 76 75
68.250000 76 75
68.460000 74 75
68.530000 74 75
68.600000 74 75
68.670000 74 75
68.740000 74 75
68.810000 74 75
68.880000 74 75
68.950000 74 75
69.020000 74 75
69.090000 74 75
69.160000 74 75
69.300000 81 75
69.370000 81 75
69.440000 81 75
69.510000 81 75
69.580000 81 75
69.650000 81 75
69.720000 81 75
69.790000 81 75
69.860000 81 75
69.930000 81 75
70.000000 81 75
70.210000 82 75
70.280000 82 75
70.350000 82 75
70.420000 82 75
70.490000 82 75
70.560000 82 75
70.630000 82 75
70.700000 82 75
70.770000 82 75
70.840000 82 75
70.910000 82 75
71.120000 81 75
71.190000 81 75
71.260000 81 75
71.400000 81 75
71.470000 81 75
71.540000 81 75
71.750000 84 75
71.820000 84 75
71.890000 84 75
72.030000 81 75
72.100000 81 75
72.170000 79 75
72.240000 79 75
72.310000 79 75
72.380000 79 75
72.450000 79 75
72.940000 79 75
73.010000 79 75
73.080000 79 75
73.150000 79 75
73.220000 79 75
73.290000 79 75
73.360000 79 75
73.430000 79 75
73.500000 79 75
73.570000 79 75
73.640000 79 75
73.850000 77 75
73.920000 77 75
73.990000 77 75
74.060000 77 75
74.130000 77 75
74.200000 77 75
74.270000 77 75
74.340000 77 75
74.410000 77 75
74.480000 77 75
74.550000 77 75
74.760000 77 75
74.830000 77 75
74.900000 77 75
75.040000 79 75
75.110000 79 75
75.180000 79 75
75.320000 76 75
75.390000 76 75
75.460000 76 75
75.600000 74 75
75.670000 74 75
75.740000 74 75
75.810000 74 75
75.880000 74 75
75.950000 74 75
76.020000 74 75
76.090000 74 75
76.160000 74 75
76.230000 74 75
76.300000 74 75
