"He's a Pirate"

# Right Hand
68.740000 65 108
68.460000 69 108
68.530000 69 108
68.600000 69 108
68.670000 69 108
68.740000 69 108
68.460000 74 108
68.530000 74 108
68.600000 74 108
68.670000 74 108
68.740000 74 108
68.880000 74 108
68.950000 74 108
69.020000 76 108
69.090000 76 108
69.160000 77 108
69.230000 77 108
69.300000 74 108
69.370000 74 108
69.440000 74 108
69.510000 74 108
69.580000 74 108
69.300000 77 108
69.370000 77 108
69.440000 77 108
69.510000 77 108
69.580000 77 108
69.300000 81 108
69.370000 81 108
69.440000 81 108
69.510000 81 108
69.580000 81 108
69.790000 74 108
69.860000 74 108
69.930000 76 108
70.000000 76 108
70.070000 77 108
70.140000 77 108
70.210000 74 108
70.280000 74 108
70.350000 74 108
70.420000 74 108
70.490000 74 108
70.210000 77 108
70.280000 77 108
70.350000 77 108
70.420000 77 108
70.490000 77 108
70.210000 82 108
70.280000 82 108
70.350000 82 108
70.420000 82 108
70.490000 82 108
70.700000 74 108
70.770000 74 108
70.840000 76 108
70.910000 76 108
70.980000 77 108
71.050000 77 108
71.120000 72 108
71.190000 72 108
71.260000 72 108
71.120000 77 108
71.190000 77 108
71.260000 77 108
71.120000 81 108
71.190000 81 108
71.260000 81 108
71.400000 72 108
71.470000 72 108
71.540000 72 108
71.400000 77 108
71.470000 77 108
71.540000 77 108
71.400000 81 108
71.470000 81 108
71.540000 81 108
71.750000 77 108
71.820000 77 108
71.890000 77 108
71.750000 84 108
71.820000 84 108
71.890000 84 108
72.030000 72 108
72.100000 72 108
72.030000 76 108
72.100000 76 108
72.030000 81 108
72.100000 81 108
72.170000 79 108
72.240000 79 108
72.940000 70 108
73.010000 70 108
73.080000 70 108
72.940000 74 108
73.010000 74 108
73.080000 74 108
72.940000 79 108
73.010000 79 108
73.080000 79 108
73.850000 69 108
73.920000 69 108
73.990000 69 108
73.850000 74 108
73.920000 74 108
73.990000 74 108
73.850000 77 108
73.920000 77 108
73.990000 77 108
74.760000 69 108
74.830000 69 108
74.900000 69 108
74.760000 77 108
74.830000 77 108
74.900000 77 108
75.040000 69 108
75.110000 69 108
75.180000 69 108
75.040000 79 108
75.110000 79 108
75.180000 79 108
75.320000 69 108
75.390000 69 108
75.460000 69 108
75.320000 76 108
75.390000 76 108
75.460000 76 108
75.600000 65 108
75.670000 65 108
75.740000 65 108
75.810000 65 108
75.880000 65 108
75.600000 69 108
75.670000 69 108
75.740000 69 108
75.810000 69 108
75.880000 69 108
75.600000 74 108
75.670000 74 108
75.740000 74 108
75.810000 74 108
75.880000 74 108
76.510000 62 108
76.580000 62 108
76.650000 62 108
76.720000 62 108
76.790000 62 108
76.860000 62 108
76.930000 62 108
77.000000 62 108
77.070000 62 108
77.140000 62 108
77.210000 62 108
77.280000 62 108
77.350000 62 108
77.420000 62 108
77.490000 62 108
77.560000 62 108
# Left Hand
3.640000 26 110
3.710000 26 110
3.780000 26 110
3.850000 26 110
3.920000 26 110
3.990000 26 110
4.060000 26 110
4.130000 26 110
4.200000 26 110
4.270000 26 110
4.340000 26 110
3.640000 38 110
3.710000 38 110
3.780000 38 110
3.850000 38 110
3.920000 38 110
3.990000 38 110
4.060000 38 110
4.130000 38 110
4.200000 38 110
4.270000 38 110
4.340000 38 110
4.550000 26 110
4.620000 26 110
4.690000 26 110
4.760000 26 110
4.830000 26 110
4.550000 38 110
4.620000 38 110
4.690000 38 110
4.760000 38 110
4.830000 38 110
4.970000 26 110
5.040000 26 110
5.110000 26 110
5.180000 26 110
5.250000 26 110
4.970000 38 110
5.040000 38 110
5.110000 38 110
5.180000 38 110
5.250000 38 110
5.460000 38 110
5.530000 38 110
5.600000 38 110
5.460000 50 110
5.530000 50 110
5.600000 50 110
5.740000 38 110
5.810000 38 110
5.740000 50 110
5.810000 50 110
5.880000 38 110
5.950000 38 110
6.020000 38 110
5.880000 50 110
5.950000 50 110
6.020000 50 110
6.160000 36 110
6.230000 36 110
6.160000 48 110
6.230000 48 110
6.300000 34 110
6.370000 34 110
6.440000 34 110
6.300000 46 110
6.370000 46 110
6.440000 46 110
6.650000 34 110
6.720000 34 110
6.650000 46 110
6.720000 46 110
6.790000 34 110
6.860000 34 110
6.930000 34 110
6.790000 46 110
6.860000 46 110
6.930000 46 110
7.070000 34 110
7.140000 34 110
7.070000 46 110
7.140000 46 110
7.210000 33 110
7.280000 33 110
7.350000 33 110
7.210000 45 110
7.280000 45 110
7.350000 45 110
7.560000 33 110
7.630000 33 110
7.560000 45 110
7.630000 45 110
7.700000 33 110
7.770000 33 110
7.840000 33 110
7.700000 45 110
7.770000 45 110
7.840000 45 110
7.980000 33 110
8.050000 33 110
7.980000 45 110
8.050000 45 110
8.120000 38 110
8.190000 38 110
8.260000 38 110
8.120000 50 110
8.190000 50 110
8.260000 50 110
8.400000 38 110
8.470000 38 110
8.400000 50 110
8.470000 50 110
8.610000 38 110
8.680000 38 110
8.750000 38 110
8.610000 50 110
8.680000 50 110
8.750000 50 110
8.890000 38 110
8.960000 38 110
8.890000 50 110
8.960000 50 110
9.030000 34 110
9.100000 34 110
9.170000 34 110
9.030000 46 110
9.100000 46 110
9.170000 46 110
9.310000 34 110
9.380000 34 110
9.310000 46 110
9.380000 46 110
9.450000 34 110
9.520000 34 110
9.590000 34 110
9.450000 46 110
9.520000 46 110
9.590000 46 110
9.800000 34 110
9.870000 34 110
9.800000 46 110
9.870000 46 110
9.940000 34 110
10.010000 34 110
10.080000 34 110
9.940000 46 110
10.010000 46 110
10.080000 46 110
10.220000 34 110
10.290000 34 110
10.220000 46 110
10.290000 46 110
10.360000 34 110
10.430000 34 110
10.500000 34 110
10.360000 46 110
10.430000 46 110
10.500000 46 110
10.710000 34 110
10.780000 34 110
10.710000 46 110
10.780000 46 110
10.850000 33 110
10.920000 33 110
10.990000 33 110
10.850000 45 110
10.920000 45 110
10.990000 45 110
11.130000 33 110
11.200000 33 110
11.130000 45 110
11.200000 45 110
11.270000 33 110
11.340000 33 110
11.410000 33 110
11.270000 45 110
11.340000 45 110
11.410000 45 110
11.550000 33 110
11.620000 33 110
11.550000 45 110
11.620000 45 110
11.760000 38 110
11.830000 38 110
11.900000 38 110
11.760000 50 110
11.830000 50 110
11.900000 50 110
12.040000 38 110
12.110000 38 110
12.040000 50 110
12.110000 50 110
12.180000 38 110
12.250000 38 110
12.320000 38 110
12.180000 50 110
12.250000 50 110
12.320000 50 110
12.460000 38 110
12.530000 38 110
12.460000 50 110
12.530000 50 110
12.600000 38 110
12.670000 38 110
12.740000 38 110
12.600000 50 110
12.670000 50 110
12.740000 50 110
12.950000 38 110
13.020000 38 110
12.950000 50 110
13.020000 50 110
13.090000 38 110
13.160000 38 110
13.230000 38 110
13.090000 50 110
13.160000 50 110
13.230000 50 110
13.370000 38 110
13.440000 38 110
13.370000 50 110
13.440000 50 110
13.510000 34 110
13.580000 34 110
13.650000 34 110
13.510000 46 110
13.580000 46 110
13.650000 46 110
13.860000 34 110
13.930000 34 110
13.860000 46 110
13.930000 46 110
14.000000 34 110
14.070000 34 110
14.140000 34 110
14.000000 46 110
14.070000 46 110
14.140000 46 110
14.280000 34 110
14.350000 34 110
14.280000 46 110
14.350000 46 110
14.420000 31 110
14.490000 31 110
14.560000 31 110
14.420000 43 110
14.490000 43 110
14.560000 43 110
14.700000 31 110
14.770000 31 110
14.700000 43 110
14.770000 43 110
14.910000 31 110
14.980000 31 110
15.050000 31 110
14.910000 43 110
14.980000 43 110
15.050000 43 110
15.190000 31 110
15.260000 31 110
15.190000 43 110
15.260000 43 110
15.330000 38 110
15.400000 38 110
15.470000 38 110
15.330000 50 110
15.400000 50 110
15.470000 50 110
15.610000 38 110
15.680000 38 110
15.610000 50 110
15.680000 50 110
15.750000 38 110
15.820000 38 110
15.890000 38 110
15.750000 50 110
15.820000 50 110
15.890000 50 110
16.100000 38 110
16.170000 38 110
16.100000 50 110
16.170000 50 110
16.240000 34 110
16.310000 34 110
16.380000 34 110
16.240000 46 110
16.310000 46 110
16.380000 46 110
16.520000 34 110
16.590000 34 110
16.520000 46 110
16.590000 46 110
16.660000 34 110
16.730000 34 110
16.800000 34 110
16.660000 46 110
16.730000 46 110
16.800000 46 110
17.010000 34 110
17.080000 34 110
17.010000 46 110
17.080000 46 110
17.150000 38 110
17.220000 38 110
17.290000 38 110
17.150000 50 110
17.220000 50 110
17.290000 50 110
17.430000 38 110
17.500000 38 110
17.430000 50 110
17.500000 50 110
17.570000 38 110
17.640000 38 110
17.710000 38 110
17.570000 50 110
17.640000 50 110
17.710000 50 110
17.850000 38 110
17.920000 38 110
17.850000 50 110
17.920000 50 110
18.060000 33 110
18.130000 33 110
18.200000 33 110
18.060000 45 110
18.130000 45 110
18.200000 45 110
18.340000 33 110
18.410000 33 110
18.340000 45 110
18.410000 45 110
18.480000 33 110
18.550000 33 110
18.620000 33 110
18.480000 45 110
18.550000 45 110
18.620000 45 110
18.760000 33 110
18.830000 33 110
18.760000 45 110
18.830000 45 110
18.900000 33 110
18.970000 33 110
19.040000 33 110
18.900000 45 110
18.970000 45 110
19.040000 45 110
19.250000 33 110
19.320000 33 110
19.250000 45 110
19.320000 45 110
19.390000 33 110
19.460000 33 110
19.530000 33 110
19.390000 45 110
19.460000 45 110
19.530000 45 110
19.670000 33 110
19.740000 33 110
19.670000 45 110
19.740000 45 110
19.810000 38 110
19.880000 38 110
19.950000 38 110
19.810000 50 110
19.880000 50 110
19.950000 50 110
20.160000 38 110
20.230000 38 110
20.160000 50 110
20.230000 50 110
20.300000 38 110
20.370000 38 110
20.440000 38 110
20.300000 50 110
20.370000 50 110
20.440000 50 110
20.580000 36 110
20.650000 36 110
20.580000 48 110
20.650000 48 110
20.720000 34 110
20.790000 34 110
20.860000 34 110
20.720000 46 110
20.790000 46 110
20.860000 46 110
21.000000 34 110
21.070000 34 110
21.000000 46 110
21.070000 46 110
21.210000 34 110
21.280000 34 110
21.350000 34 110
21.210000 46 110
21.280000 46 110
21.350000 46 110
21.490000 34 110
21.560000 34 110
21.490000 46 110
21.560000 46 110
21.630000 33 110
21.700000 33 110
21.770000 33 110
21.630000 45 110
21.700000 45 110
21.770000 45 110
21.910000 33 110
21.980000 33 110
21.910000 45 110
21.980000 45 110
22.050000 33 110
22.120000 33 110
22.190000 33 110
22.050000 45 110
22.120000 45 110
22.190000 45 110
22.400000 33 110
22.470000 33 110
22.400000 45 110
22.470000 45 110
22.540000 38 110
22.610000 38 110
22.680000 38 110
22.540000 50 110
22.610000 50 110
22.680000 50 110
22.820000 38 110
22.890000 38 110
22.820000 50 110
22.890000 50 110
22.960000 38 110
23.030000 38 110
23.100000 38 110
22.960000 50 110
23.030000 50 110
23.100000 50 110
23.310000 38 110
23.380000 38 110
23.310000 50 110
23.380000 50 110
23.450000 34 110
23.520000 34 110
23.590000 34 110
23.450000 46 110
23.520000 46 110
23.590000 46 110
23.730000 34 110
23.800000 34 110
23.730000 46 110
23.800000 46 110
23.870000 34 110
23.940000 34 110
24.010000 34 110
23.870000 46 110
23.940000 46 110
24.010000 46 110
24.150000 34 110
24.220000 34 110
24.150000 46 110
24.220000 46 110
24.360000 29 110
24.430000 29 110
24.500000 29 110
24.360000 41 110
24.430000 41 110
24.500000 41 110
24.640000 29 110
24.710000 29 110
24.640000 41 110
24.710000 41 110
24.780000 29 110
24.850000 29 110
24.920000 29 110
24.780000 41 110
24.850000 41 110
24.920000 41 110
25.060000 29 110
25.130000 29 110
25.060000 41 110
25.130000 41 110
25.200000 36 110
25.270000 36 110
25.340000 36 110
25.200000 48 110
25.270000 48 110
25.340000 48 110
25.550000 36 110
25.620000 36 110
25.550000 48 110
25.620000 48 110
25.690000 33 110
25.760000 33 110
25.830000 33 110
25.690000 45 110
25.760000 45 110
25.830000 45 110
25.970000 33 110
26.040000 33 110
25.970000 45 110
26.040000 45 110
26.110000 38 110
26.180000 38 110
26.250000 38 110
26.110000 50 110
26.180000 50 110
26.250000 50 110
26.460000 38 110
26.530000 38 110
26.460000 50 110
26.530000 50 110
26.600000 38 110
26.670000 38 110
26.740000 38 110
26.600000 50 110
26.670000 50 110
26.740000 50 110
26.880000 38 110
26.950000 38 110
26.880000 50 110
26.950000 50 110
27.020000 38 110
27.090000 38 110
27.160000 38 110
27.020000 50 110
27.090000 50 110
27.160000 50 110
27.300000 38 110
27.370000 38 110
27.300000 50 110
27.370000 50 110
27.510000 38 110
27.580000 38 110
27.650000 38 110
27.510000 50 110
27.580000 50 110
27.650000 50 110
27.790000 38 110
27.860000 38 110
27.790000 50 110
27.860000 50 110
27.930000 34 110
28.000000 34 110
28.070000 34 110
27.930000 46 110
28.000000 46 110
28.070000 46 110
28.210000 34 110
28.280000 34 110
28.210000 46 110
28.280000 46 110
28.350000 34 110
28.420000 34 110
28.490000 34 110
28.350000 46 110
28.420000 46 110
28.490000 46 110
28.700000 34 110
28.770000 34 110
28.700000 46 110
28.770000 46 110
28.840000 31 110
28.910000 31 110
28.980000 31 110
28.840000 43 110
28.910000 43 110
28.980000 43 110
29.120000 31 110
29.190000 31 110
29.120000 43 110
29.190000 43 110
29.260000 31 110
29.330000 31 110
29.400000 31 110
29.260000 43 110
29.330000 43 110
29.400000 43 110
29.610000 31 110
29.680000 31 110
29.610000 43 110
29.680000 43 110
29.750000 38 110
29.820000 38 110
29.890000 38 110
29.750000 50 110
29.820000 50 110
29.890000 50 110
30.030000 38 110
30.100000 38 110
30.030000 50 110
30.100000 50 110
30.170000 38 110
30.240000 38 110
30.310000 38 110
30.170000 50 110
30.240000 50 110
30.310000 50 110
30.450000 38 110
30.520000 38 110
30.450000 50 110
30.520000 50 110
30.660000 34 110
30.730000 34 110
30.800000 34 110
30.660000 46 110
30.730000 46 110
30.800000 46 110
30.940000 34 110
31.010000 34 110
30.940000 46 110
31.010000 46 110
31.080000 34 110
31.150000 34 110
31.220000 34 110
31.080000 46 110
31.150000 46 110
31.220000 46 110
31.360000 34 110
31.430000 34 110
31.360000 46 110
31.430000 46 110
31.500000 38 110
31.570000 38 110
31.640000 38 110
31.500000 50 110
31.570000 50 110
31.640000 50 110
31.850000 38 110
31.920000 38 110
31.850000 50 110
31.920000 50 110
31.990000 38 110
32.060000 38 110
32.130000 38 110
31.990000 50 110
32.060000 50 110
32.130000 50 110
32.270000 38 110
32.340000 38 110
32.270000 50 110
32.340000 50 110
32.410000 33 110
32.480000 33 110
32.550000 33 110
32.410000 45 110
32.480000 45 110
32.550000 45 110
32.760000 33 110
32.830000 33 110
32.760000 45 110
32.830000 45 110
32.900000 33 110
32.970000 33 110
33.040000 33 110
32.900000 45 110
32.970000 45 110
33.040000 45 110
33.180000 33 110
33.250000 33 110
33.180000 45 110
33.250000 45 110
33.320000 38 110
33.390000 38 110
33.460000 38 110
33.320000 50 110
33.390000 50 110
33.460000 50 110
33.600000 38 110
33.670000 38 110
33.740000 38 110
33.600000 50 110
33.670000 50 110
33.740000 50 110
33.950000 36 110
34.020000 36 110
34.090000 36 110
33.950000 48 110
34.020000 48 110
34.090000 48 110
34.230000 36 110
34.300000 36 110
34.370000 36 110
34.230000 48 110
34.300000 48 110
34.370000 48 110
34.510000 36 110
34.580000 36 110
34.650000 36 110
34.510000 48 110
34.580000 48 110
34.650000 48 110
34.860000 34 110
34.930000 34 110
35.000000 34 110
34.860000 46 110
34.930000 46 110
35.000000 46 110
35.140000 33 110
35.210000 33 110
35.280000 33 110
35.140000 45 110
35.210000 45 110
35.280000 45 110
35.420000 33 110
35.490000 33 110
35.420000 45 110
35.490000 45 110
35.560000 33 110
35.630000 33 110
35.700000 33 110
35.560000 45 110
35.630000 45 110
35.700000 45 110
35.910000 33 110
35.980000 33 110
35.910000 45 110
35.980000 45 110
36.050000 33 110
36.120000 33 110
36.190000 33 110
36.050000 45 110
36.120000 45 110
36.190000 45 110
36.330000 33 110
36.400000 33 110
36.330000 45 110
36.400000 45 110
36.470000 33 110
36.540000 33 110
36.610000 33 110
36.470000 45 110
36.540000 45 110
36.610000 45 110
36.750000 33 110
36.820000 33 110
36.750000 45 110
36.820000 45 110
36.960000 31 110
37.030000 31 110
37.100000 31 110
36.960000 43 110
37.030000 43 110
37.100000 43 110
37.240000 31 110
37.310000 31 110
37.240000 43 110
37.310000 43 110
37.380000 31 110
37.450000 31 110
37.520000 31 110
37.380000 43 110
37.450000 43 110
37.520000 43 110
37.660000 31 110
37.730000 31 110
37.660000 43 110
37.730000 43 110
37.800000 31 110
37.870000 31 110
37.940000 31 110
37.800000 43 110
37.870000 43 110
37.940000 43 110
38.150000 31 110
38.220000 31 110
38.150000 43 110
38.220000 43 110
38.290000 31 110
38.360000 31 110
38.430000 31 110
38.290000 43 110
38.360000 43 110
38.430000 43 110
38.570000 31 110
38.640000 31 110
38.570000 43 110
38.640000 43 110
38.710000 33 110
38.780000 33 110
38.850000 33 110
38.710000 45 110
38.780000 45 110
38.850000 45 110
39.060000 33 110
39.130000 33 110
39.060000 45 110
39.130000 45 110
39.200000 33 110
39.270000 33 110
39.340000 33 110
39.200000 45 110
39.270000 45 110
39.340000 45 110
39.480000 33 110
39.550000 33 110
39.480000 45 110
39.550000 45 110
39.620000 33 110
39.690000 33 110
39.760000 33 110
39.620000 45 110
39.690000 45 110
39.760000 45 110
39.900000 33 110
39.970000 33 110
39.900000 45 110
39.970000 45 110
40.110000 33 110
40.180000 33 110
40.250000 33 110
40.110000 45 110
40.180000 45 110
40.250000 45 110
40.390000 33 110
40.460000 33 110
40.390000 45 110
40.460000 45 110
40.530000 38 110
40.600000 38 110
40.670000 38 110
40.530000 50 110
40.600000 50 110
40.670000 50 110
40.810000 38 110
40.880000 38 110
40.810000 50 110
40.880000 50 110
40.950000 38 110
41.020000 38 110
41.090000 38 110
40.950000 50 110
41.020000 50 110
41.090000 50 110
41.300000 38 110
41.370000 38 110
41.300000 50 110
41.370000 50 110
41.440000 38 110
41.510000 38 110
41.580000 38 110
41.440000 50 110
41.510000 50 110
41.580000 50 110
41.720000 38 110
41.790000 38 110
41.720000 50 110
41.790000 50 110
41.860000 38 110
41.930000 38 110
41.860000 50 110
41.930000 50 110
42.000000 38 110
42.070000 38 110
42.000000 50 110
42.070000 50 110
42.210000 38 110
42.280000 38 110
42.210000 50 110
42.280000 50 110
42.350000 36 110
42.420000 36 110
42.490000 36 110
42.350000 48 110
42.420000 48 110
42.490000 48 110
42.630000 36 110
42.700000 36 110
42.630000 48 110
42.700000 48 110
42.770000 36 110
42.840000 36 110
42.910000 36 110
42.770000 48 110
42.840000 48 110
42.910000 48 110
43.050000 36 110
43.120000 36 110
43.050000 48 110
43.120000 48 110
43.260000 41 110
43.330000 41 110
43.400000 41 110
43.260000 53 110
43.330000 53 110
43.400000 53 110
43.540000 41 110
43.610000 41 110
43.540000 53 110
43.610000 53 110
43.680000 41 110
43.750000 41 110
43.680000 53 110
43.750000 53 110
43.820000 41 110
43.890000 41 110
43.820000 53 110
43.890000 53 110
43.960000 41 110
44.030000 41 110
43.960000 53 110
44.030000 53 110
44.100000 38 110
44.170000 38 110
44.240000 38 110
44.100000 50 110
44.170000 50 110
44.240000 50 110
44.450000 38 110
44.520000 38 110
44.450000 50 110
44.520000 50 110
44.590000 38 110
44.660000 38 110
44.730000 38 110
44.590000 50 110
44.660000 50 110
44.730000 50 110
44.870000 38 110
44.940000 38 110
44.870000 50 110
44.940000 50 110
45.010000 38 110
45.080000 38 110
45.150000 38 110
45.010000 50 110
45.080000 50 110
45.150000 50 110
45.360000 38 110
45.430000 38 110
45.360000 50 110
45.430000 50 110
45.500000 38 110
45.570000 38 110
45.500000 50 110
45.570000 50 110
45.640000 38 110
45.710000 38 110
45.640000 50 110
45.710000 50 110
45.780000 38 110
45.850000 38 110
45.780000 50 110
45.850000 50 110
45.920000 33 110
45.990000 33 110
46.060000 33 110
45.920000 45 110
45.990000 45 110
46.060000 45 110
46.200000 33 110
46.270000 33 110
46.200000 45 110
46.270000 45 110
46.410000 33 110
46.480000 33 110
46.550000 33 110
46.410000 45 110
46.480000 45 110
46.550000 45 110
46.690000 33 110
46.760000 33 110
46.690000 45 110
46.760000 45 110
46.830000 38 110
46.900000 38 110
46.970000 38 110
46.830000 50 110
46.900000 50 110
46.970000 50 110
47.110000 38 110
47.180000 38 110
47.110000 50 110
47.180000 50 110
47.250000 38 110
47.320000 38 110
47.390000 38 110
47.250000 50 110
47.320000 50 110
47.390000 50 110
47.600000 38 110
47.670000 38 110
47.600000 50 110
47.670000 50 110
47.740000 38 110
47.810000 38 110
47.880000 38 110
47.740000 50 110
47.810000 50 110
47.880000 50 110
48.020000 38 110
48.090000 38 110
48.020000 50 110
48.090000 50 110
48.160000 38 110
48.230000 38 110
48.300000 38 110
48.160000 50 110
48.230000 50 110
48.300000 50 110
48.510000 38 110
48.580000 38 110
48.510000 50 110
48.580000 50 110
48.650000 36 110
48.720000 36 110
48.790000 36 110
48.650000 48 110
48.720000 48 110
48.790000 48 110
48.930000 36 110
49.000000 36 110
48.930000 48 110
49.000000 48 110
49.070000 36 110
49.140000 36 110
49.070000 48 110
49.140000 48 110
49.210000 36 110
49.280000 36 110
49.210000 48 110
49.280000 48 110
49.350000 36 110
49.420000 36 110
49.350000 48 110
49.420000 48 110
49.560000 41 110
49.630000 41 110
49.700000 41 110
49.560000 53 110
49.630000 53 110
49.700000 53 110
49.840000 41 110
49.910000 41 110
49.840000 53 110
49.910000 53 110
49.980000 41 110
50.050000 41 110
49.980000 53 110
50.050000 53 110
50.120000 41 110
50.190000 41 110
50.120000 53 110
50.190000 53 110
50.260000 41 110
50.330000 41 110
50.260000 53 110
50.330000 53 110
50.400000 36 110
50.470000 36 110
50.540000 36 110
50.400000 48 110
50.470000 48 110
50.540000 48 110
50.750000 36 110
50.820000 36 110
50.750000 48 110
50.820000 48 110
50.890000 36 110
50.960000 36 110
50.890000 48 110
50.960000 48 110
51.030000 36 110
51.100000 36 110
51.030000 48 110
51.100000 48 110
51.170000 36 110
51.240000 36 110
51.170000 48 110
51.240000 48 110
51.310000 41 110
51.380000 41 110
51.450000 41 110
51.310000 53 110
51.380000 53 110
51.450000 53 110
51.660000 41 110
51.730000 41 110
51.660000 53 110
51.730000 53 110
51.800000 41 110
51.870000 41 110
51.800000 53 110
51.870000 53 110
51.940000 41 110
52.010000 41 110
51.940000 53 110
52.010000 53 110
52.080000 41 110
52.150000 41 110
52.080000 53 110
52.150000 53 110
52.220000 33 110
52.290000 33 110
52.360000 33 110
52.220000 45 110
52.290000 45 110
52.360000 45 110
52.500000 33 110
52.570000 33 110
52.500000 45 110
52.570000 45 110
52.710000 33 110
52.780000 33 110
52.710000 45 110
52.780000 45 110
52.850000 33 110
52.920000 33 110
52.850000 45 110
52.920000 45 110
52.990000 33 110
53.060000 33 110
52.990000 45 110
53.060000 45 110
53.130000 38 110
53.200000 38 110
53.270000 38 110
53.130000 50 110
53.200000 50 110
53.270000 50 110
53.410000 38 110
53.480000 38 110
53.410000 50 110
53.480000 50 110
53.550000 38 110
53.620000 38 110
53.690000 38 110
53.550000 50 110
53.620000 50 110
53.690000 50 110
53.900000 38 110
53.970000 38 110
53.900000 50 110
53.970000 50 110
54.040000 38 110
54.110000 38 110
54.180000 38 110
54.040000 50 110
54.110000 50 110
54.180000 50 110
54.320000 38 110
54.390000 38 110
54.320000 50 110
54.390000 50 110
54.460000 38 110
54.530000 38 110
54.460000 50 110
54.530000 50 110
54.600000 38 110
54.670000 38 110
54.600000 50 110
54.670000 50 110
54.810000 38 110
54.880000 38 110
54.810000 50 110
54.880000 50 110
54.950000 38 110
55.020000 38 110
55.090000 38 110
54.950000 50 110
55.020000 50 110
55.090000 50 110
55.230000 38 110
55.300000 38 110
55.230000 50 110
55.300000 50 110
55.370000 38 110
55.440000 38 110
55.370000 50 110
55.440000 50 110
55.510000 38 110
55.580000 38 110
55.510000 50 110
55.580000 50 110
55.650000 38 110
55.720000 38 110
55.650000 50 110
55.720000 50 110
55.860000 36 110
55.930000 36 110
56.000000 36 110
55.860000 48 110
55.930000 48 110
56.000000 48 110
56.140000 36 110
56.210000 36 110
56.140000 48 110
56.210000 48 110
56.280000 36 110
56.350000 36 110
56.280000 48 110
56.350000 48 110
56.420000 36 110
56.490000 36 110
56.420000 48 110
56.490000 48 110
56.560000 36 110
56.630000 36 110
56.560000 48 110
56.630000 48 110
56.700000 41 110
56.770000 41 110
56.840000 41 110
56.700000 53 110
56.770000 53 110
56.840000 53 110
57.050000 41 110
57.120000 41 110
57.050000 53 110
57.120000 53 110
57.190000 41 110
57.260000 41 110
57.190000 53 110
57.260000 53 110
57.330000 41 110
57.400000 41 110
57.330000 53 110
57.400000 53 110
57.470000 41 110
57.540000 41 110
57.470000 53 110
57.540000 53 110
57.610000 34 110
57.680000 34 110
57.750000 34 110
57.610000 46 110
57.680000 46 110
57.750000 46 110
57.960000 34 110
58.030000 34 110
57.960000 46 110
58.030000 46 110
58.100000 34 110
58.170000 34 110
58.100000 46 110
58.170000 46 110
58.240000 34 110
58.310000 34 110
58.240000 46 110
58.310000 46 110
58.380000 34 110
58.450000 34 110
58.380000 46 110
58.450000 46 110
58.520000 38 110
58.590000 38 110
58.660000 38 110
58.520000 50 110
58.590000 50 110
58.660000 50 110
58.800000 38 110
58.870000 38 110
58.800000 50 110
58.870000 50 110
59.010000 38 110
59.080000 38 110
59.010000 50 110
59.080000 50 110
59.150000 38 110
59.220000 38 110
59.150000 50 110
59.220000 50 110
59.290000 38 110
59.360000 38 110
59.290000 50 110
59.360000 50 110
59.430000 31 110
59.500000 31 110
59.570000 31 110
59.430000 43 110
59.500000 43 110
59.570000 43 110
59.710000 31 110
59.780000 31 110
59.710000 43 110
59.780000 43 110
59.850000 31 110
59.920000 31 110
59.850000 43 110
59.920000 43 110
60.060000 31 110
60.130000 31 110
60.060000 43 110
60.130000 43 110
60.200000 31 110
60.270000 31 110
60.200000 43 110
60.270000 43 110
60.340000 33 110
60.410000 33 110
60.480000 33 110
60.340000 45 110
60.410000 45 110
60.480000 45 110
60.620000 33 110
60.690000 33 110
60.620000 45 110
60.690000 45 110
60.760000 33 110
60.830000 33 110
60.760000 45 110
60.830000 45 110
60.900000 33 110
60.970000 33 110
60.900000 45 110
60.970000 45 110
61.110000 33 110
61.180000 33 110
61.110000 45 110
61.180000 45 110
61.250000 33 110
61.320000 33 110
61.390000 33 110
61.250000 45 110
61.320000 45 110
61.390000 45 110
61.530000 33 110
61.600000 33 110
61.530000 45 110
61.600000 45 110
61.670000 33 110
61.740000 33 110
61.670000 45 110
61.740000 45 110
61.810000 33 110
61.880000 33 110
61.810000 45 110
61.880000 45 110
61.950000 33 110
62.020000 33 110
61.950000 45 110
62.020000 45 110
62.160000 38 110
62.230000 38 110
62.300000 38 110
62.160000 50 110
62.230000 50 110
62.300000 50 110
62.440000 38 110
62.510000 38 110
62.440000 50 110
62.510000 50 110
62.580000 38 110
62.650000 38 110
62.580000 50 110
62.650000 50 110
62.720000 38 110
62.790000 38 110
62.720000 50 110
62.790000 50 110
62.860000 38 110
62.930000 38 110
62.860000 50 110
62.930000 50 110
63.000000 31 110
63.070000 31 110
63.140000 31 110
63.000000 43 110
63.070000 43 110
63.140000 43 110
63.350000 31 110
63.420000 31 110
63.350000 43 110
63.420000 43 110
63.490000 31 110
63.560000 31 110
63.490000 43 110
63.560000 43 110
63.630000 31 110
63.700000 31 110
63.630000 43 110
63.700000 43 110
63.770000 31 110
63.840000 31 110
63.770000 43 110
63.840000 43 110
63.910000 41 110
63.980000 41 110
64.050000 41 110
63.910000 53 110
63.980000 53 110
64.050000 53 110
64.260000 41 110
64.330000 41 110
64.260000 53 110
64.330000 53 110
64.400000 41 110
64.470000 41 110
64.540000 41 110
64.400000 53 110
64.470000 53 110
64.540000 53 110
64.680000 41 110
64.750000 41 110
